1	10034391	1
1	10134172	1
1	10134172	1
100	10134172	1
100	10134172	1
100	10134172	1
12	10260905	1
12	10260905	1
12	10260905	1
13	10134172	1
13	10134172	1
15th	10260905	1
1600s	10260905	1
17th	10260905	1
18	10134172	1
19	10134172	1
1940s	10034391	1
1940s	10034391	1
1940s	10034391	1
1944	10034391	1
1944	10034391	1
1944	10034391	1
1944	10034391	1
1944	10034391	1
1945	10034391	1
1984	10134172	1
1984	10134172	1
1984	10134172	1
1984	10134172	1
1984	10134172	1
1985	10134172	1
1985	10134172	1
1998	10260905	1
1998	10260905	1
20	10260905	1
20	10260905	1
2004	10034391	1
2004	10134172	1
2008	10034391	1
2008	10260905	1
2010	10034391	1
2010	10260905	1
2010	10260905	1
2010	10260905	1
2010	10260905	1
2020	10034391	1
2020	10034391	1
2020	10034391	1
21	10260905	1
25	10260905	1
253	10260905	1
253	10260905	1
26	10034391	1
26	10034391	1
27	10034391	1
27	10034391	1
3000	10034391	1
3000	10034391	1
4	10034391	1
4	10034391	1
40	10134172	1
616	10134172	1
73	10134172	1
73	10134172	1
80	10134172	1
8th	10134172	1
9	10260905	1
9	10260905	1
94	10134172	1
_i	10260905	1
_i	10260905	1
_i_	10260905	1
_i_	10260905	1
_i_	10260905	1
_me_	10260905	1
_me_	10260905	1
_me_	10260905	1
_me_	10260905	1
_mine_	10260905	1
_my_	10260905	1
_my_	10260905	1
_myself_	10260905	1
_myself_	10260905	1
_not	10260905	1
_real_	10260905	1
_the_	10260905	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10034391	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10134172	1
a	10260905	1
a	10260905	1
a	10260905	1
a	10260905	1
a	10260905	1
a	10260905	1
a	10260905	1
a	10260905	1
a	10260905	1
able	10134172	1
about	10134172	1
above	10260905	1
accent	10260905	1
accent	10260905	1
accent	10260905	1
accent	10260905	1
accent	10260905	1
accidentally	10034391	1
accompany	10034391	1
according	10134172	1
according	10260905	1
accusative	10260905	1
accusative	10260905	1
accusative	10260905	1
accusative	10260905	1
accusative	10260905	1
accuse	10034391	1
accuse	10034391	1
accuse	10034391	1
accuse	10034391	1
accuse	10034391	1
accuses	10034391	1
acquits	10034391	1
addresses	10034391	1
adjective	10260905	1
adjunct	10260905	1
adjunct	10260905	1
adverb	10260905	1
after	10034391	1
after	10034391	1
after	10034391	1
after	10034391	1
after	10034391	1
after	10134172	1
afterward	10034391	1
again	10260905	1
agrees	10034391	1
agrees	10034391	1
air	10134172	1
airplay	10134172	1
al	10034391	1
al	10034391	1
al	10034391	1
al	10034391	1
al	10034391	1
al	10034391	1
album	10134172	1
album	10134172	1
album	10134172	1
albums	10134172	1
alerted	10034391	1
all	10034391	1
all	10260905	1
alone	10260905	1
along	10034391	1
along	10034391	1
alpha	10034391	1
also	10034391	1
also	10034391	1
also	10034391	1
also	10034391	1
also	10134172	1
also	10134172	1
also	10260905	1
also	10260905	1
also	10260905	1
also	10260905	1
always	10260905	1
always	10260905	1
american	10034391	1
american	10034391	1
american	10034391	1
american	10034391	1
american	10034391	1
american	10034391	1
amount	10034391	1
an	10034391	1
an	10034391	1
an	10034391	1
an	10034391	1
an	10034391	1
an	10260905	1
an	10260905	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10034391	1
and	10134172	1
and	10134172	1
and	10134172	1
and	10134172	1
and	10134172	1
and	10134172	1
and	10134172	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
and	10260905	1
ann	10134172	1
any	10034391	1
appear	10260905	1
appears	10034391	1
appears	10260905	1
appears	10260905	1
applies	10260905	1
apply	10260905	1
are	10260905	1
are	10260905	1
are	10260905	1
are	10260905	1
arguing	10034391	1
arrangement	10134172	1
arrest	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10034391	1
as	10260905	1
as	10260905	1
as	10260905	1
as	10260905	1
as	10260905	1
as	10260905	1
as	10260905	1
as	10260905	1
as	10260905	1
aside	10134172	1
asked	10034391	1
assume	10260905	1
asterisk	10260905	1
at	10034391	1
at	10134172	1
at	10134172	1
attempts	10034391	1
attempts	10034391	1
attested	10260905	1
audience	10034391	1
australia	10134172	1
award	10034391	1
away	10034391	1
aɪ	10260905	1
back	10034391	1
back	10034391	1
back	10034391	1
back	10034391	1
back	10134172	1
background	10134172	1
bad	10034391	1
band	10134172	1
band	10134172	1
band	10134172	1
bartell	10034391	1
based	10134172	1
be	10034391	1
be	10134172	1
be	10260905	1
be	10260905	1
be_	10260905	1
be_	10260905	1
beaten	10034391	1
became	10260905	1
becoming	10034391	1
becoming	10134172	1
been	10134172	1
before	10034391	1
before	10134172	1
begin	10034391	1
behind	10034391	1
being	10260905	1
being	10260905	1
belgium	10134172	1
beth	10034391	1
beth	10034391	1
between	10260905	1
bibliography	10260905	1
billboard	10134172	1
billboard	10134172	1
billboard	10134172	1
billboard	10134172	1
billboard	10134172	1
billboard	10134172	1
billboard	10134172	1
billboard	10134172	1
birthday	10034391	1
black	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
blake	10034391	1
bob	10134172	1
book	10134172	1
boss	10034391	1
both	10034391	1
bottles	10034391	1
boy	10034391	1
break	10034391	1
break	10034391	1
britannica	10034391	1
brothers	10134172	1
bueller	10134172	1
business	10134172	1
but	10034391	1
but	10034391	1
but	10034391	1
but	10260905	1
but	10260905	1
but	10260905	1
by	10034391	1
by	10034391	1
by	10034391	1
by	10034391	1
by	10034391	1
by	10034391	1
by	10134172	1
by	10134172	1
by	10134172	1
by	10134172	1
by	10134172	1
by	10134172	1
by	10134172	1
called	10260905	1
came	10134172	1
came	10260905	1
camera	10034391	1
can	10134172	1
can	10134172	1
can	10134172	1
can	10260905	1
canada	10134172	1
capitalization	10260905	1
capitalized	10260905	1
car	10034391	1
card	10034391	1
case	10260905	1
cases	10260905	1
cases	10260905	1
cast	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10034391	1
category	10134172	1
category	10134172	1
category	10134172	1
category	10134172	1
category	10134172	1
category	10134172	1
category	10134172	1
category	10260905	1
